Symbol,Name,Common Shares Outstdg,Shr Out less Closely Held Sh,Shr Out less Closely Held Sh
PIPR,Piper Sandler Companies,71.0,68.6,96.9
PBI,Pitney Bowes Inc.,135.4,134.6,98.8
PJT,"PJT Partners, Inc. Class A",25.8,23.9,92.6
PL,Planet Labs PBC Class A,346.1,266.3,76.3
MYPS,"PLAYSTUDIOS, Inc. Class A",128.3,91.4,71.2
PLTK,Playtika Holding Corp.,380.4,74.8,20.2
PLXS,Plexus Corp.,26.8,26.4,98.4
PLUG,Plug Power Inc.,"1,395.1","1,331.7",95.5
PLBC,Plumas Bancorp,7.0,6.4,91.5
PII,Polaris Inc.,56.9,53.2,93.4
PDLB,Ponce Financial Group Inc,24.2,19.2,80.6
PRCH,"Porch Group, Inc.",109.4,85.4,66.7
PTLO,"Portillo's, Inc. Class A",72.4,68.7,96.5
POR,Portland General Electric Company,115.7,115.2,99.5
PSTL,"Postal Realty Trust, Inc. Class A",27.7,26.0,93.8
POWL,"Powell Industries, Inc.",36.4,27.5,77.5
POWI,"Power Integrations, Inc.",55.7,54.4,97.9
PSIX,"Power Solutions International, Inc.",23.1,8.5,37.0
AIOT,"PowerFleet, Inc.",134.1,124.8,93.6
PRAA,"PRA Group, Inc.",38.1,36.9,97.4
PROP,Prairie Operating Co.,97.3,39.1,45.1
PRAX,"Praxis Precision Medicines, Inc.",27.9,26.2,93.6
PGEN,Precigen Inc,353.9,153.8,41.9
PFBC,Preferred Bank,13.4,13.4,100.0
PLPC,Preformed Line Products Company,4.9,2.7,54.2
PBH,Prestige Consumer Healthcare Inc,47.3,46.6,98.5
PSMT,"PriceSmart, Inc.",30.9,25.6,82.6
PRME,"Prime Medicine, Inc.",180.6,94.5,52.3
PNRG,PrimeEnergy Resources Corporation,1.6,0.8,42.9
FRST,Primis Financial Corp.,24.8,20.7,80.5
PRIM,Primoris Services Corporation,54.3,53.6,99.1
BPRN,"Princeton Bancorp, Inc.",6.8,4.8,71.5
PRTH,"Priority Technology Holdings, Inc.",82.4,28.9,35.1
PRVA,"Privia Health Group, Inc.",126.0,117.7,93.3
PDEX,"Pro-Dex, Inc.",3.2,2.0,64.0
PRA,ProAssurance Corporation,51.6,50.7,98.4
PRCT,PROCEPT BioRobotics Corp.,56.9,54.4,96.3
PAL,"Proficient Auto Logistics, Inc.",27.7,24.2,87.0
ACDC,ProFrac Holding Corp. Class A,180.9,29.1,16.5
PRG,"PROG Holdings, Inc.",40.1,39.1,96.9
PRGS,Progress Software Corporation,42.1,41.2,98.0
PGNY,"Progyny, Inc.",78.3,70.0,83.9
PUMP,ProPetro Holding Corp.,122.6,96.6,75.6
PTGX,"Protagonist Therapeutics, Inc.",64.3,60.6,94.2
PLX,"Protalix Biotherapeutics, Inc.",80.6,72.1,89.4
TARA,"Protara Therapeutics, Inc.",55.1,50.2,91.2
PRTA,Prothena Corp. Plc,52.4,42.1,80.6
PRLB,"Proto Labs, Inc.",23.8,23.5,98.5
PFS,"Provident Financial Services, Inc.",123.1,115.9,94.2
PTCT,"PTC Therapeutics, Inc.",82.9,79.9,96.3
PPHC,"Public Policy Holding Co., Inc.",25.2,16.5,68.1
PUBM,"PubMatic, Inc. Class A",46.4,37.8,81.7
LUNG,Pulmonx Corp.,42.2,36.5,86.9
PLSE,"Pulse Biosciences, Inc.",68.2,18.0,26.0
PBYI,"Puma Biotechnology, Inc.",50.9,38.5,75.8
PCYO,Pure Cycle Corporation,24.1,22.2,96.1
PCT,PureCycle Technologies Inc,180.9,175.8,97.3
PRSU,"Pursuit Attractions and Hospitality, Inc.",27.3,20.0,73.8
QTWO,"Q2 Holdings, Inc.",62.6,60.5,97.1
QCRH,"QCR Holdings, Inc.",16.5,16.0,96.1
QUAD,"Quad/Graphics, Inc. Class A",51.6,29.4,55.2
KWR,Quaker Houghton,17.4,13.6,78.0
QLYS,"Qualys, Inc.",35.2,34.8,98.7
NX,Quanex Building Products Corporation,45.9,45.1,99.0
QTRX,Quanterix Corporation,47.1,38.4,81.6
QUBT,Quantum Computing Inc.,225.5,197.8,87.8
QSI,Quantum-Si Incorporated Class A,216.4,168.7,79.2
QDEL,QuidelOrtho Corporation,68.2,67.5,99.0
QNST,"QuinStreet, Inc.",57.0,52.1,91.9
RXT,"Rackspace Technology, Inc.",249.2,99.1,39.5
RDN,Radian Group Inc.,133.0,131.0,98.5
RLGT,"Radiant Logistics, Inc.",46.8,35.6,76.2
RDNT,"RadNet, Inc.",78.6,70.2,89.7
METC,"Ramaco Resources, Inc. Class A",65.7,45.8,62.1
RMBS,Rambus Inc.,108.1,107.2,99.3
RNGR,"Ranger Energy Services, Inc. Class A",23.8,18.5,76.7
PACK,Ranpak Holdings Corp Class A,85.5,73.2,85.6
RPD,Rapid7 Inc.,66.8,64.7,97.0
RAPP,"Rapport Therapeutics, Inc.",47.8,29.9,61.3
RYAM,Rayonier Advanced Materials Inc,67.4,60.6,95.0
RBB,RBB Bancorp,16.9,13.9,93.7
RICK,"RCI Hospitality Holdings, Inc.",7.7,6.6,91.7
RCMT,"RCM Technologies, Inc.",7.1,4.5,65.2
RMAX,"RE/MAX Holdings, Inc. Class A",20.1,15.3,82.8
RC,Ready Capital Corporation,165.2,146.9,90.0
REAX,Real Brokerage Inc.,213.5,154.2,72.1
REAL,"RealReal, Inc.",120.5,108.5,88.3
RXRX,"Recursion Pharmaceuticals, Inc. Class A",530.8,469.1,87.3
RCAT,Red Cat Holdings Inc,122.7,107.7,87.9
RRBI,"Red River Bancshares, Inc.",6.6,4.7,71.3
RRR,"Red Rock Resorts, Inc. Class A",58.5,46.5,79.8
RDVT,"Red Violet, Inc.",14.1,11.1,78.6
RDW,Redwire Corp,198.9,187.6,30.7
RWT,"Redwood Trust, Inc.",125.2,123.2,98.5
RGNX,"REGENXBIO, Inc.",51.6,46.1,90.1
RM,Regional Management Corp.,9.2,8.4,91.1
RLAY,"Relay Therapeutics, Inc.",191.6,142.6,73.4
RELY,"Remitly Global, Inc.",210.6,176.4,79.5
RNST,Renasant Corporation,92.3,90.4,98.0
RPAY,Repay Holdings Corp. Class A,82.8,64.2,79.2
REPL,"Replimune Group, Inc.",82.6,76.1,81.5
TRAK,"ReposiTrak, Inc.",18.2,12.1,65.1
RBCAA,"Republic Bancorp, Inc. Class A",19.4,8.7,42.2
RSVR,"Reservoir Media, Inc.",65.6,32.7,51.2
REZI,"Resideo Technologies, Inc.",151.4,132.4,87.8
RHLD,"Resolute Holdings Management, Inc.",8.3,4.0,49.0
RGP,"Resources Connection, Inc.",34.3,31.5,96.1
RVLV,"Revolve Group, Inc Class A",71.6,41.1,56.9
REX,REX American Resources Corporation,32.9,29.0,88.1
RZLT,"Rezolute, Inc.",96.3,84.0,86.1
RZLV,Rezolve AI PLC,398.8,234.1,57.7
RGCO,"RGC Resources, Inc.",10.4,8.3,79.7
RBKB,"Rhinebeck Bancorp, Inc.",11.2,4.5,40.5
RYTM,"Rhythm Pharmaceuticals, Inc.",68.5,64.0,93.4
RBBN,"Ribbon Communications, Inc.",176.1,143.0,81.4
RELL,"Richardson Electronics, Ltd.",14.4,12.1,84.1
RMBI,"Richmond Mutual Bancorporation, Inc.",10.5,8.2,77.8
RR,Richtech Robotics Inc. Class B,223.6,181.7,76.2
RPC,"Ridgepost Capital, Inc. Class A",109.5,56.1,53.6
RIGL,"Rigel Pharmaceuticals, Inc.",18.5,17.9,97.4
RGTI,"Rigetti Computing, Inc.",332.4,325.1,97.8
REPX,Riley Exploration Permian Inc,21.7,14.9,48.9
RMNI,Rimini Street Inc Class A,92.6,47.6,51.7
RIOT,"Riot Platforms, Inc.",378.2,348.3,92.8
RPT,Rithm Property Trust Inc,7.8,7.8,98.8
RVSB,"Riverview Bancorp, Inc.",20.7,19.9,95.8
RLJ,RLJ Lodging Trust,151.9,132.1,80.8
RMR,"RMR Group, Inc. Class A",17.1,15.4,90.6
RCKT,"Rocket Pharmaceuticals, Inc.",109.2,102.6,94.3
RCKY,"Rocky Brands, Inc.",7.5,7.3,96.5
ROG,Rogers Corporation,17.8,17.7,98.9
ROOT,"Root, Inc. Class A",15.8,10.7,69.7
RES,"RPC, Inc.",221.6,109.1,44.5
RUM,"Rumble, Inc. Class A",339.4,108.2,32.4
RUSHA,"Rush Enterprises, Inc. Class A",78.3,60.0,77.5
RUSHB,"Rush Enterprises, Inc. Class B",78.3,9.0,10.7
RSI,"Rush Street Interactive, Inc. Class A",103.8,100.1,96.5
RXO,"RXO, Inc.",164.9,163.6,97.9
RXST,"RxSight, Inc.",41.4,38.7,93.6
RYZ,Ryerson Holding Corporation,51.9,39.7,83.6
RHP,"Ryman Hospitality Properties, Inc.",63.1,61.1,97.0
STBA,"S&T Bancorp, Inc.",36.0,35.5,98.7
SOC,Sable Offshore Corp.,154.4,131.1,84.6
SBRA,"Sabra Health Care REIT, Inc.",252.2,247.2,98.2
SABR,Sabre Corporation,395.3,316.7,93.1
SB,"Safe Bulkers, Inc.",102.2,53.3,49.6
SAFE,Safehold Inc.,71.6,49.5,69.2
SAFT,"Safety Insurance Group, Inc.",14.7,14.4,98.0
SBH,"Sally Beauty Holdings, Inc.",95.4,94.1,99.1
SANA,"Sana Biotechnology, Inc.",278.3,173.1,62.3
SMTI,"Sanara MedTech, Inc.",9.2,3.9,34.6
SD,"SandRidge Energy, Inc.",36.9,31.3,84.9
SANM,Sanmina Corporation,53.6,52.1,96.6
SNWV,"Sanuwave Health, Inc.",8.6,8.1,94.0
SATL,Satellogic Inc. Class A,143.1,92.6,62.8
BFS,"Saul Centers, Inc.",24.5,13.2,53.5
SVRA,"Savara, Inc.",204.9,105.2,51.2
SVV,Savers Value Village Inc.,154.0,37.7,24.7
SBFG,SB Financial Group Inc,6.3,5.6,89.5
SBC,SBC Medical Group Holdings Incorporated,102.6,11.2,3.2
SCSC,"ScanSource, Inc.",20.3,19.8,91.8
SRRK,Scholar Rock Holding Corp.,119.8,96.4,78.4
SCHL,Scholastic Corporation,21.7,16.7,81.3
SDGR,"Schrodinger, Inc.",74.7,63.1,85.1
STNG,Scorpio Tankers Inc.,51.8,44.9,87.2
SBCF,Seacoast Banking Corporation of Florida,97.2,95.5,98.3
SMHI,SEACOR Marine Holdings Inc.,27.1,20.4,75.7
BMYS6T,Seadrill Limited,#N/A,#N/A,#N/A
SEG,Seaport Entertainment Group Inc.,12.8,11.5,97.3
SNFCA,Security National Financial Corporation Class A,24.8,16.1,64.9
SEM,Select Medical Holdings Corporation,124.0,106.5,86.0
WTTR,"Select Water Solutions, Inc. Class A",121.8,107.9,87.7
SIGI,"Selective Insurance Group, Inc.",59.9,59.3,99.1
SLQT,SelectQuote Inc,176.3,137.3,79.1
SLS,"SELLAS Life Sciences Group, Inc.",186.0,183.7,99.0
SMTC,Semtech Corporation,93.1,92.6,99.4
SENEA,Seneca Foods Corporation Class A,6.8,4.6,67.1
SXT,Sensient Technologies Corporation,42.6,42.0,98.5
SEPN,"Septerna, Inc.",45.1,27.2,60.2
SERV,Serve Robotics Inc,77.4,67.7,87.2
SVC,Service Properties Trust,647.2,642.1,91.2
SFBS,ServisFirst Bancshares Inc,54.7,51.1,93.3
SEVN,Seven Hills Realty Trust,22.6,21.8,96.6
SEZL,Sezzle Inc.,33.6,16.4,49.5
SFL,SFL Corporation Limited,144.6,106.9,73.9
SHAK,"Shake Shack, Inc. Class A",40.3,38.3,95.3
SHEN,Shenandoah Telecommunications Company,55.3,49.3,89.1
SHLS,"Shoals Technologies Group, Inc. Class A",167.8,166.0,98.2
SCVL,"Shoe Carnival, Inc.",27.5,17.9,65.3
SHBI,"Shore Bancshares, Inc.",33.5,30.3,90.5
SI,"Shoulder Innovations, Inc.",20.6,11.1,49.6
SSTK,"Shutterstock, Inc.",36.7,24.9,68.1
SIBN,"SI-BONE, Inc.",44.3,41.9,95.2
SIEB,Siebert Financial Corp.,40.9,14.9,36.8
BSRR,Sierra Bancorp,13.1,11.6,88.9
SIGA,SIGA Technologies Inc,71.7,40.6,56.7
SGHT,"Sight Sciences, Inc.",54.4,32.4,55.2
SIG,Signet Jewelers Limited,40.1,38.3,95.9
SILA,"Sila Realty Trust, Inc.",55.2,54.6,99.0
SLAB,Silicon Laboratories Inc.,33.0,32.2,97.7
SVCO,"Silvaco Group, Inc.",32.7,11.7,30.7
SAMG,Silvercrest Asset Management Group Inc. Class A,7.7,7.3,95.6
SFNC,Simmons First National Corporation Class A,145.1,143.1,98.6
SMPL,Simply Good Foods Co,90.5,82.1,91.6
SLP,"Simulations Plus, Inc.",20.2,16.7,80.9
SBGI,"Sinclair, Inc. Class A",72.2,41.8,56.7
SION,"Sionna Therapeutics, Inc.",45.2,25.9,55.0
SPNT,SiriusPoint Ltd,117.5,102.9,88.4
SITC,SITE Centers Corp.,52.5,49.8,94.8
SITM,SiTime Corporation,26.4,21.8,82.7
FUN,Six Flags Entertainment Corporation,102.2,99.3,97.0
SKIL,Skillsoft Corp Class A,8.8,4.4,51.3
SKIN,SkinHealth Systems Inc. Class A,129.6,78.6,60.4
SKYH,Sky Harbour Group Corp. Class A,34.1,21.1,62.7
SKWD,"Skyward Specialty Insurance Group, Inc.",40.5,37.1,92.4
SKYT,SkyWater Technology Inc,49.2,36.3,72.2
SKYW,"SkyWest, Inc",39.7,39.0,97.9
SKYX,SKYX Platforms Corp.,134.1,89.0,60.7
SLG,SL Green Realty Corp.,77.0,71.0,93.5
SNBR,Sleep Number Corporation,23.0,18.6,72.4
SLDE,"Slide Insurance Holdings, Inc.",114.6,69.3,57.4
SM,SM Energy Company,239.7,237.8,98.3
SMBK,"SmartFinancial, Inc.",17.1,15.0,87.0
SMA,"SmartStop Self Storage REIT, Inc.",55.4,55.3,99.9
SWBI,"Smith & Wesson Brands, Inc.",44.5,43.0,98.0
SMID,Smith-Midland Corporation,5.3,4.6,86.1
SEI,"Solaris Energy Infrastructure, Inc. Class A",58.4,42.6,75.3
SLNO,Soleno Therapeutics Inc,52.1,50.0,96.4
SLSN,"Solesence, Inc",70.6,18.2,25.8
SLDB,Solid Biosciences Inc.,98.4,84.9,77.5
SLDP,"Solid Power, Inc. Class A",225.0,204.1,78.3
SAH,"Sonic Automotive, Inc. Class A",31.6,11.3,38.1
SNDA,"Sonida Senior Living, Inc.",47.3,46.5,95.4
SONO,"Sonos, Inc.",119.1,116.9,97.5
SFBC,"Sound Financial Bancorp, Inc.",2.6,2.1,82.6
SOUN,"SoundHound AI, Inc Class A",426.2,384.3,90.2
SSTI,"SoundThinking, Inc.",13.0,9.7,73.8
SPFI,South Plains Financial Inc,19.1,14.0,75.5
SFST,"Southern First Bancshares, Inc.",9.5,8.8,91.7
SMBC,"Southern Missouri Bancorp, Inc.",11.0,9.4,85.2
SLND,"Southland Holdings, Inc.",54.2,14.4,23.2
SBSI,"Southside Bancshares, Inc.",29.8,28.3,94.2
SWX,"Southwest Gas Holdings, Inc.",72.4,68.3,91.0
SPB,"Spectrum Brands Holdings, Inc.",23.2,22.0,96.0
SPHR,Sphere Entertainment Co. Class A,35.8,27.0,75.6
SPIR,"Spire Global, Inc. Class A",33.5,27.6,82.8
SR,Spire Inc.,59.1,57.7,97.6
SPOK,"Spok Holdings, Inc.",20.9,20.4,98.4
CXM,"Sprinklr, Inc. Class A",234.0,106.1,49.4
SPT,"Sprout Social, Inc. Class A",60.1,52.1,86.9
SPSC,"SPS Commerce, Inc.",36.7,35.8,98.3
SPXC,"SPX Technologies, Inc.",50.1,48.4,96.9
SYRE,"Spyre Therapeutics, Inc",86.8,76.3,81.9
SRBK,"SR Bancorp, Inc.",8.3,6.9,83.9
*SSRM,SSR Mining Inc,207.5,204.8,#N/A
JOE,St. Joe Company,57.4,55.3,98.6
STAA,STAAR Surgical Company,49.5,33.0,69.2
STGW,"Stagwell, Inc. Class A",247.9,107.5,41.3
LAB,Standard BioTools Inc.,390.4,372.4,95.9
SMP,"Standard Motor Products, Inc.",22.3,21.1,94.7
SXI,Standex International Corporation,12.1,11.9,98.2
STRZ,Starz Entertainment Corp,16.8,11.3,#N/A
STEL,"Stellar Bancorp, Inc.",50.9,45.8,90.1
SCL,Stepan Co,22.7,21.6,95.3
STEP,"StepStone Group, Inc. Class A",80.1,75.4,86.6
STXS,"Stereotaxis, Inc.",97.5,82.0,83.3
STRL,"Sterling Infrastructure, Inc.",30.7,30.0,97.0
SHOO,"Steven Madden, Ltd.",73.1,71.3,97.8
STC,Stewart Information Services Corporation,30.4,29.8,98.2
SFIX,"Stitch Fix, Inc. Class A",136.5,112.6,82.3
SYBT,"Stock Yards Bancorp, Inc.",29.5,27.2,91.0
STOK,"Stoke Therapeutics, Inc.",62.3,48.9,77.9
STNE,StoneCo Ltd. Class A,245.4,214.5,89.5
SNEX,StoneX Group Inc.,79.3,69.4,87.3
SRTA,"Strata Critical Medical, Inc. Class A",86.5,65.6,71.9
STRA,"Strategic Education, Inc.",22.6,21.8,96.4
STRT,Strattec Security Corporation,4.2,4.0,91.2
STRS,Stratus Properties Inc.,8.0,6.5,81.3
STRW,Strawberry Fields REIT Inc,13.4,8.1,59.7
LRN,"Stride, Inc.",42.5,41.3,97.2
ASST,"Strive, Inc. Class A",69.2,58.2,77.9
RGR,"Sturm, Ruger & Company, Inc.",15.9,13.9,86.9
INN,"Summit Hotel Properties, Inc.",108.4,101.7,94.4
SMC,Summit Midstream Corporation,13.8,9.2,77.8
SNCY,"Sun Country Airlines Holdings, Inc.",54.2,45.4,86.8
SXC,"SunCoke Energy, Inc.",84.9,83.9,99.0
SPWR,SunPower Inc.,126.7,84.0,65.5
SUNS,"Sunrise Realty Trust, Inc.",13.5,9.7,71.8
RUN,Sunrun Inc.,238.5,229.9,96.4
SHO,"Sunstone Hotel Investors, Inc.",186.3,183.4,98.6
SGHC,Super Group (SGHC) Limited,508.1,159.7,30.5
SGC,"Superior Group of Companies, Inc.",15.6,10.4,66.6
SUPN,"Supernus Pharmaceuticals, Inc.",58.0,54.9,94.6
SGRY,"Surgery Partners, Inc.",130.8,78.3,59.9
SG,"Sweetgreen, Inc. Class A",118.8,99.2,84.1
SLVM,Sylvamo Corporation,39.7,32.9,82.5
SYNA,Synaptics Incorporated,38.6,37.6,97.2
SNDX,Syndax Pharmaceuticals Inc,88.6,85.2,96.7
TE,T1 Energy Inc.,279.3,204.5,71.4
TCMD,"Tactile Systems Technology, Inc.",22.6,21.9,96.0
TALK,"Talkspace, Inc.",167.5,137.2,82.3
TALO,"Talos Energy, Inc.",166.9,123.7,73.2
TNDM,"Tandem Diabetes Care, Inc.",68.5,63.4,98.9
SKT,Tanger Inc.,114.9,112.0,97.6
TNGX,"Tango Therapeutics, Inc.",144.2,104.5,67.6
TH,Target Hospitality Corp.,100.2,40.5,32.4
TARS,"Tarsus Pharmaceuticals, Inc.",43.0,40.3,93.8
TMHC,Taylor Morrison Home Corporation,93.4,90.7,97.3
TSHA,"Taysha Gene Therapies, Inc.",287.4,235.6,83.6
TEAD,Teads Holding Co.,97.0,28.7,30.6
TTGT,"TechTarget, Inc.",72.3,29.2,40.2
TGLS,Tecnoglass Inc.,44.4,23.8,57.6
TECX,Tectonic Therapeutic Inc,18.9,8.9,53.8
TK,Teekay Corporation Ltd,86.8,54.2,60.2
TNK,Teekay Tankers Ltd Class A,#N/A,#N/A,69.2
TRC,Tejon Ranch Co.,27.0,24.6,91.3
TDOC,"Teladoc Health, Inc.",180.5,177.4,97.8
TDS,"Telephone and Data Systems, Inc.",113.8,98.3,86.3
TLS,Telos Corporation,74.8,52.8,71.6
TENB,"Tenable Holdings, Inc.",110.3,107.8,98.0
TNC,Tennant Company,17.0,16.6,98.4
WULF,TeraWulf Inc.,495.5,343.4,64.6
TEX,Terex Corporation,114.2,112.1,97.5
TRNO,Terreno Realty Corporation,106.3,104.0,97.8
TTI,"TETRA Technologies, Inc.",135.4,127.0,94.1
TVGN,Tevogen Bio Holdings Inc.,4.2,1.0,21.7
TCBI,"Texas Capital Bancshares, Inc.",43.7,42.5,97.5
TGTX,"TG Therapeutics, Inc.",153.1,142.0,93.2
TBPH,Theravance Biopharma Inc,51.6,48.2,93.4
THR,"Thermon Group Holdings, Inc.",32.9,32.0,97.6
TCBX,Third Coast Bancshares Inc,16.6,13.5,79.0
TDUP,"thredUP, Inc. Class A",129.0,102.0,75.2
THRY,"Thryv Holdings, Inc.",44.3,40.6,93.1
TIC,"TIC Solutions, Inc.",122.4,108.1,88.2
TDW,Tidewater Inc,49.7,46.6,93.9
TTSH,"Tile Shop Holdings, Inc.",39.8,23.5,63.4
TSBK,"Timberland Bancorp, Inc.",7.8,7.3,94.2
TIPT,Tiptree Inc.,37.6,23.1,57.4
TTAM,Titan America SA,184.4,24.5,13.3
TWI,"Titan International, Inc.",64.4,51.3,75.2
TITN,Titan Machinery Inc.,23.4,20.8,88.9
TMP,Tompkins Financial Corporation,14.4,13.4,92.0
TNXP,Tonix Pharmaceuticals Holding Corp.,15.9,15.9,100.0
TR,"Tootsie Roll Industries, Inc.",73.0,15.8,23.3
CURV,"Torrid Holdings, Inc.",99.5,34.0,33.0
TOWN,TowneBank,92.2,90.7,100.0
MITT,"TPG Mortgage Investment Trust, Inc.",31.8,29.4,90.0
TRTX,"TPG RE Finance Trust, Inc.",77.3,71.8,89.8
COOK,"Traeger, Inc.",2.8,1.3,45.1
TRNS,"Transcat, Inc.",9.3,9.1,97.2
TCI,"Transcontinental Realty Investors, Inc.",8.6,1.1,13.6
TMDX,"TransMedics Group, Inc.",34.6,33.4,96.5
RIG,Transocean Ltd.,"1,116.4","1,009.7",86.4
TZOO,Travelzoo,10.9,7.0,66.1
TVTX,"Travere Therapeutics, Inc.",93.0,91.3,98.2
TMCI,"Treace Medical Concepts, Inc.",64.9,49.1,72.1
TG,Tredegar Corporation,35.0,31.6,85.4
TRVI,"Trevi Therapeutics, Inc.",142.0,91.2,65.7
TPH,"Tri Pointe Homes, Inc.",85.2,82.4,96.6
TCBK,TriCo Bancshares,31.9,29.2,91.7
TRS,TriMas Corporation,35.8,26.9,77.4
TNET,"TriNet Group, Inc.",45.9,45.5,97.8
TRN,"Trinity Industries, Inc.",79.5,78.7,98.6
TSEOF,Trinseo PLC,36.6,33.6,92.8
TRIP,"TripAdvisor, Inc.",116.4,107.4,92.7
TLSI,"TriSalus Life Sciences, Inc.",61.4,41.5,61.9
TFIN,"Triumph Financial, Inc.",23.8,22.4,94.1
TROX,Tronox Holdings Plc,159.5,117.4,73.3
TBRG,"TruBridge, Inc.",15.0,14.3,96.1
TBI,"TrueBlue, Inc.",30.4,28.3,95.6
TRUP,"Trupanion, Inc.",43.6,30.3,79.6
TRST,TrustCo Bank Corp NY,17.5,16.9,96.2
TRMK,Trustmark Corporation,58.6,54.2,92.7
TSSI,"TSS, Inc.",28.1,24.0,85.6
TTEC,"TTEC Holdings, Inc.",48.7,20.0,41.5
TTMI,"TTM Technologies, Inc.",103.9,101.4,96.6
TCX,Tucows Inc.,11.1,8.7,78.1
HURA,"TuHURA Biosciences, Inc.",63.7,48.0,75.3
TPB,Turning Point Brands Inc,19.4,18.5,93.7
TBCH,Turtle Beach Corporation,19.8,13.7,74.5
TPC,Tutor Perini Corporation,52.6,44.9,85.4
TVRD,Tvardi Therapeutics Inc.,9.4,6.5,69.8
TWST,Twist Bioscience Corp.,62.3,59.6,95.5
TWO,Two Harbors Investment Corp.,105.0,103.9,98.5
TXNM,"TXNM Energy, Inc.",110.7,109.5,98.9
TYRA,"Tyra Bioscience, Inc",59.5,43.8,68.5
USAU,U.S. Gold Corp.,16.5,13.9,83.6
USGO,U.S. GoldMining Inc.,13.3,2.9,21.5
USPH,"U.S. Physical Therapy, Inc.",15.2,14.9,98.0
UFPI,"UFP Industries, Inc.",56.5,55.4,97.9
UFPT,"UFP Technologies, Inc.",7.7,7.4,96.2
UCTT,"Ultra Clean Holdings, Inc.",44.8,43.6,97.0
UMBF,UMB Financial Corporation,76.0,71.9,96.0
UMH,"UMH Properties, Inc.",85.2,79.9,93.7
UNF,UniFirst Corporation,17.4,14.4,82.6
UNB,"Union Bankshares, Inc.",4.6,3.8,97.5
UIS,Unisys Corporation,72.9,63.3,91.0
UBSI,"United Bankshares, Inc.",137.8,134.5,97.7
UCB,"United Community Banks, Inc.",119.7,118.9,99.3
UFCS,"United Fire Group, Inc.",25.7,21.2,84.1
UNFI,"United Natural Foods, Inc.",60.8,59.2,97.4
PRKS,United Parks & Resorts Inc.,47.1,45.8,97.3
UAMY,United States Antimony Corporation,143.1,123.9,86.9
USLM,"United States Lime & Minerals, Inc.",28.7,10.7,37.4
UNIT,Uniti Group Inc.,242.8,224.6,94.4
UTL,Unitil Corporation,18.0,17.6,98.0
UNTY,"Unity Bancorp, Inc.",10.0,6.9,67.8
UVV,Universal Corp,24.9,24.4,96.2
UHT,Universal Health Realty Income Trust,13.9,12.7,91.7
UVE,"Universal Insurance Holdings, Inc.",27.9,25.3,90.9
ULH,"Universal Logistics Holdings, Inc.",26.4,7.0,25.4
UTI,"Universal Technical Institute, Inc.",55.1,52.9,96.3
UVSP,Univest Financial Corporation,27.8,27.4,98.5
UPBD,"Upbound Group, Inc.",58.3,52.4,90.2
UPST,"Upstart Holdings, Inc.",95.7,82.0,87.1
UPB,"Upstream Bio, Inc.",54.4,31.6,53.6
UPWK,"Upwork, Inc.",123.5,115.0,92.8
UEC,Uranium Energy Corp.,490.2,481.4,97.5
UE,Urban Edge Properties,126.0,125.9,99.9
URBN,"Urban Outfitters, Inc.",85.6,50.0,57.7
URGN,UroGen Pharma Ltd.,48.7,38.6,78.4
USAR,"USA Rare Earth, Inc. Class A",218.0,196.4,84.1
TDAY,"USA TODAY Co., Inc.",146.7,119.7,81.5
USNA,"USANA Health Sciences, Inc.",18.5,10.9,58.9
USCB,"USCB Financial Holdings, Inc. Class A",18.3,11.7,63.9
UTMD,"Utah Medical Products, Inc.",3.2,3.0,92.9
UTZ,"UTZ Brands, Inc. Class A",88.5,71.9,80.7
VVX,V2X Inc,31.3,28.6,82.8
EGY,"VAALCO Energy, Inc.",104.3,101.3,97.2
VAL,Valaris Ltd.,69.3,48.1,88.2
VHI,"Valhi, Inc.",28.3,2.4,8.5
VLY,Valley National Bancorp,554.1,474.6,85.5
VALU,"Value Line, Inc.",9.4,0.8,8.3
VNDA,Vanda Pharmaceuticals Inc.,60.1,55.0,93.2
VREX,Varex Imaging Corporation,42.1,41.3,98.0
VRNS,"Varonis Systems, Inc.",114.8,108.9,95.5
PCVX,"Vaxcyte, Inc.",144.4,140.8,97.4
VECO,Veeco Instruments Inc.,61.0,59.4,97.7
VEL,"Velocity Financial, Inc.",39.3,24.6,61.8
VERA,"Vera Therapeutics, Inc. Class A",71.8,58.1,80.7
VCYT,"Veracyte, Inc.",79.8,77.9,97.8
VSTM,"Verastem, Inc.",87.9,75.4,86.1
VGAS,"Verde Clean Fuels, Inc. Class A",22.0,3.4,15.2
VCEL,Vericel Corporation,51.1,50.4,98.9
VRE,"Veris Residential, Inc.",93.8,87.9,97.5
VRRM,Verra Mobility Corp. Class A,151.9,150.5,99.1
VERX,"Vertex, Inc. Class A",160.0,72.4,45.6
VSTS,Vestis Corporation,132.1,129.7,98.2
VIA,"Via Transportation, Inc. Class A",81.2,35.8,37.7
DSP,"Viant Technology, Inc. Class A",63.3,16.5,25.8
VSAT,"ViaSat, Inc.",135.8,128.4,86.7
VIAV,Viavi Solutions Inc,233.9,231.2,98.4
VICR,Vicor Corporation,45.6,24.5,51.1
VSCO,Victoria's Secret & Company,79.4,67.9,85.6
VCTR,"Victory Capital Holdings, Inc. Class A",62.5,52.1,84.0
VMD,"Viemed Healthcare, Inc.",38.3,33.1,86.6
VLGEA,"Village Super Market, Inc. Class A",13.3,9.0,66.8
VIR,"Vir Biotechnology, Inc.",168.7,121.9,68.0
